index,maquina,data
17359,48,2015-05-14
36420,100,2015-05-24
30006,82,2015-11-24
19152,53,2015-04-04
11442,32,2015-03-18
7227,20,2015-09-18
22310,61,2015-11-19
17053,47,2015-07-13
9928,28,2015-01-29
12549,35,2015-03-25
16005,44,2015-09-01
33463,92,2015-04-29
11285,31,2015-10-14
30109,83,2015-03-06
362,1,2015-12-29
33301,91,2015-11-20
9380,26,2015-08-01
21887,60,2015-09-23
33520,92,2015-06-25
2229,7,2015-02-01
34004,93,2015-10-21
2235,7,2015-02-07
24610,68,2015-02-27
1287,4,2015-07-08
19081,53,2015-01-23
14563,40,2015-09-23
15389,42,2015-12-26
10416,29,2015-05-31
10727,30,2015-04-06
2109,6,2015-10-06
19345,53,2015-10-14
16580,46,2015-03-28
25160,69,2015-08-30
13270,37,2015-03-13
19925,55,2015-05-15
13021,36,2015-07-08
18527,51,2015-07-22
16536,46,2015-02-12
4354,12,2015-11-21
12502,35,2015-02-06
6453,18,2015-08-07
33562,92,2015-08-06
20386,56,2015-08-18
10162,28,2015-09-20
2696,8,2015-05-13
3789,11,2015-05-07
17464,48,2015-08-27
13670,38,2015-04-16
619,2,2015-09-10
34725,95,2015-10-09
31821,87,2015-11-07
29546,81,2015-08-22
23426,64,2015-12-06
15569,43,2015-06-23
22689,62,2015-12-02
17189,47,2015-11-26
9931,28,2015-02-01
33916,93,2015-07-25
27493,76,2015-01-11
2520,7,2015-11-19
2578,8,2015-01-15
4248,12,2015-08-07
30128,83,2015-03-25
19373,53,2015-11-11
36292,100,2015-01-16
20077,55,2015-10-14
9708,27,2015-06-24
16020,44,2015-09-16
26963,74,2015-08-01
29289,80,2015-12-09
32062,88,2015-07-05
9263,26,2015-04-06
22923,63,2015-07-22
32175,88,2015-10-25
13902,38,2015-12-04
3601,10,2015-11-02
24407,67,2015-08-09
8518,24,2015-03-26
16648,46,2015-06-04
15598,43,2015-07-22
27899,77,2015-02-20
21610,59,2015-12-21
16715,46,2015-08-10
11705,32,2015-12-05
16084,44,2015-11-19
19178,53,2015-04-30
24880,68,2015-11-24
15670,43,2015-10-02
11316,31,2015-11-14
4604,13,2015-07-27
2135,6,2015-11-01
3574,10,2015-10-06
33132,91,2015-06-04
7907,22,2015-07-25
20322,56,2015-06-15
8804,25,2015-01-05
26617,73,2015-08-21
10877,30,2015-09-02
455,2,2015-03-30
23598,65,2015-05-26
25913,71,2015-09-19
21713,60,2015-04-02
215,1,2015-08-04
7531,21,2015-07-18
35337,97,2015-06-10
32916,90,2015-11-01
7591,21,2015-09-15
32301,89,2015-02-26
13049,36,2015-08-05
1122,4,2015-01-24
3971,11,2015-11-05
33346,92,2015-01-03
5559,16,2015-03-01
13343,37,2015-05-25
32060,88,2015-07-03
33808,93,2015-04-08
34829,96,2015-01-20
27744,76,2015-09-19
3200,9,2015-09-28
28248,78,2015-02-03
5799,16,2015-10-26
25820,71,2015-06-18
9733,27,2015-07-19
27069,74,2015-11-15
10260,28,2015-12-27
22143,61,2015-06-05
35684,98,2015-05-21
32727,90,2015-04-27
6630,19,2015-01-30
23285,64,2015-07-18
11012,31,2015-01-14
18636,51,2015-11-08
13260,37,2015-03-03
33392,92,2015-02-18
25214,69,2015-10-23
27863,77,2015-01-15
12755,35,2015-10-16
34648,95,2015-07-24
31838,87,2015-11-24
10777,30,2015-05-26
17513,48,2015-10-15
9318,26,2015-05-31
32780,90,2015-06-19
2425,7,2015-08-16
16745,46,2015-09-09
29442,81,2015-05-10
8991,25,2015-07-10
27303,75,2015-07-06
2503,7,2015-11-02
25097,69,2015-06-28
21020,58,2015-05-11
17817,49,2015-08-14
23441,64,2015-12-21
20352,56,2015-07-15
16779,46,2015-10-13
25874,71,2015-08-11
6805,19,2015-07-24
19756,54,2015-11-28
13067,36,2015-08-23
27992,77,2015-05-24
17941,49,2015-12-15
29860,82,2015-07-01
24037,66,2015-08-05
5124,14,2015-12-26
29414,81,2015-04-12
23761,65,2015-11-04
4077,12,2015-02-17
24333,67,2015-05-27
6511,18,2015-10-04
34428,94,2015-12-17
9333,26,2015-06-15
10315,29,2015-02-19
19414,53,2015-12-22
23266,64,2015-06-29
33373,92,2015-01-30
24968,69,2015-02-19
29316,81,2015-01-04
6193,17,2015-11-21
1312,4,2015-08-02
26640,73,2015-09-13
29556,81,2015-09-01
35312,97,2015-05-16
19561,54,2015-05-17
26724,73,2015-12-06
13505,37,2015-11-03
14251,39,2015-11-16
33793,93,2015-03-24
32373,89,2015-05-09
10634,30,2015-01-03
10918,30,2015-10-13
29812,82,2015-05-14
22331,61,2015-12-10
6178,17,2015-11-06
20560,57,2015-02-06
12537,35,2015-03-13
1877,6,2015-02-16
27766,76,2015-10-11
20594,57,2015-03-12
29998,82,2015-11-16
2371,7,2015-06-23
5782,16,2015-10-09
11906,33,2015-06-22
6884,19,2015-10-11
31399,86,2015-09-12
23350,64,2015-09-21
6697,19,2015-04-07
16797,46,2015-10-31
36333,100,2015-02-26
10941,30,2015-11-05
27025,74,2015-10-02
22741,63,2015-01-22
13722,38,2015-06-07
28780,79,2015-07-19
29479,81,2015-06-16
1328,4,2015-08-18
9259,26,2015-04-02
3187,9,2015-09-15
26256,72,2015-08-27
27803,76,2015-11-17
2619,8,2015-02-25
23852,66,2015-02-02
19035,52,2015-12-09
32873,90,2015-09-19
28795,79,2015-08-03
15473,43,2015-03-19
32892,90,2015-10-08
13825,38,2015-09-18
6085,17,2015-08-06
26568,73,2015-07-03
1614,5,2015-05-30
25597,70,2015-11-09
23657,65,2015-07-24
10939,30,2015-11-03
31160,86,2015-01-16
5904,17,2015-02-07
14171,39,2015-08-28
26138,72,2015-05-01
32359,89,2015-04-25
26582,73,2015-07-17
5618,16,2015-04-29
30768,84,2015-12-22
15979,44,2015-08-06
8348,23,2015-10-08
35102,96,2015-10-20
34825,96,2015-01-16
6023,17,2015-06-05
955,3,2015-08-11
3422,10,2015-05-07
13290,37,2015-04-02
24005,66,2015-07-04
33599,92,2015-09-12
35239,97,2015-03-04
9876,27,2015-12-09
3221,9,2015-10-19
11444,32,2015-03-20
14046,39,2015-04-25
34831,96,2015-01-22
14323,40,2015-01-26
12441,34,2015-12-08
2363,7,2015-06-15
25878,71,2015-08-15
30121,83,2015-03-18
21836,60,2015-08-03
18404,51,2015-03-21
20371,56,2015-08-03
20186,56,2015-01-30
30020,82,2015-12-08
33255,91,2015-10-05
31351,86,2015-07-26
12243,34,2015-05-24
22244,61,2015-09-14
21495,59,2015-08-28
23405,64,2015-11-15
31901,88,2015-01-25
29933,82,2015-09-12
14308,40,2015-01-11
10639,30,2015-01-08
23667,65,2015-08-03
33477,92,2015-05-13
25237,69,2015-11-15
23496,65,2015-02-13
13589,38,2015-01-25
4696,13,2015-10-26
10362,29,2015-04-07
3648,10,2015-12-19
32526,89,2015-10-09
4811,14,2015-02-16
7870,22,2015-06-18
9456,26,2015-10-16
25023,69,2015-04-15
26758,74,2015-01-08
15353,42,2015-11-20
7159,20,2015-07-12
21037,58,2015-05-28
4203,12,2015-06-23
1492,5,2015-01-28
16206,45,2015-03-20
16590,46,2015-04-07
11169,31,2015-06-20
25250,69,2015-11-28
6033,17,2015-06-15
26404,73,2015-01-20
30568,84,2015-06-05
25286,70,2015-01-02
14240,39,2015-11-05
30582,84,2015-06-19
30706,84,2015-10-21
19036,52,2015-12-10
12746,35,2015-10-07
29427,81,2015-04-25
28855,79,2015-10-02
16095,44,2015-11-30
16039,44,2015-10-05
22355,62,2015-01-02
10637,30,2015-01-06
22351,61,2015-12-30
14985,41,2015-11-18
1745,5,2015-10-08
233,1,2015-08-22
3812,11,2015-05-30
20920,58,2015-01-31
21741,60,2015-04-30
23803,65,2015-12-16
2611,8,2015-02-17
7271,20,2015-11-01
27128,75,2015-01-12
4672,13,2015-10-02
4792,14,2015-01-28
24031,66,2015-07-30
11487,32,2015-05-02
29528,81,2015-08-04
5990,17,2015-05-03
36265,99,2015-12-21
31543,87,2015-02-02
24379,67,2015-07-12
6282,18,2015-02-17
27685,76,2015-07-22
3112,9,2015-07-02
16812,46,2015-11-15
33813,93,2015-04-13
11457,32,2015-04-02
31605,87,2015-04-05
31697,87,2015-07-06
30971,85,2015-07-12
6711,19,2015-04-21
12662,35,2015-07-16
31173,86,2015-01-29
23950,66,2015-05-11
18327,51,2015-01-03
3001,9,2015-03-13
26738,73,2015-12-20
25353,70,2015-03-10
1755,5,2015-10-18
12684,35,2015-08-07
18666,51,2015-12-08
5176,15,2015-02-14
34007,93,2015-10-24
1890,6,2015-03-01
2132,6,2015-10-29
4242,12,2015-08-01
26634,73,2015-09-07
11142,31,2015-05-24
35261,97,2015-03-26
19563,54,2015-05-19
33795,93,2015-03-26
9240,26,2015-03-14
36355,100,2015-03-20
33074,91,2015-04-07
28251,78,2015-02-06
2389,7,2015-07-11
34656,95,2015-08-01
31800,87,2015-10-17
23127,64,2015-02-10
17016,47,2015-06-06
20650,57,2015-05-07
24865,68,2015-11-09
28762,79,2015-07-01
22831,63,2015-04-21
31696,87,2015-07-05
31138,85,2015-12-26
31709,87,2015-07-18
28256,78,2015-02-11
3995,11,2015-11-29
15891,44,2015-05-10
29490,81,2015-06-27
34595,95,2015-06-01
27358,75,2015-08-30
21821,60,2015-07-19
502,2,2015-05-16
12988,36,2015-06-05
3035,9,2015-04-16
23168,64,2015-03-23
27739,76,2015-09-14
18394,51,2015-03-11
32016,88,2015-05-20
23416,64,2015-11-26
31147,86,2015-01-03
33450,92,2015-04-17
3885,11,2015-08-11
34631,95,2015-07-07
15016,41,2015-12-19
21669,60,2015-02-17
10051,28,2015-06-01
931,3,2015-07-18
8318,23,2015-09-08
15549,43,2015-06-03
4816,14,2015-02-21
4548,13,2015-06-01
31687,87,2015-06-26
12470,35,2015-01-05
11465,32,2015-04-10
18968,52,2015-10-04
5918,17,2015-02-21
23148,64,2015-03-03
26565,73,2015-06-30
10696,30,2015-03-06
2934,9,2015-01-05
8285,23,2015-08-06
4506,13,2015-04-20
29492,81,2015-06-29
30819,85,2015-02-10
11988,33,2015-09-12
7390,21,2015-02-27
7638,21,2015-11-01
27381,75,2015-09-22
14142,39,2015-07-30
24560,68,2015-01-08
28526,78,2015-11-08
2830,8,2015-09-24
9041,25,2015-08-28
10221,28,2015-11-18
22255,61,2015-09-25
1154,4,2015-02-25
6883,19,2015-10-10
8583,24,2015-05-30
26523,73,2015-05-19
14441,40,2015-05-24
27309,75,2015-07-12
10790,30,2015-06-08
35743,98,2015-07-18
11886,33,2015-06-02
8639,24,2015-07-25
22152,61,2015-06-14
5881,17,2015-01-15
32005,88,2015-05-09
25938,71,2015-10-14
4448,13,2015-02-22
31825,87,2015-11-11
33001,91,2015-01-24
24217,67,2015-01-31
3332,10,2015-02-06
23787,65,2015-11-30
15377,42,2015-12-14
19804,55,2015-01-14
11698,32,2015-11-28
14173,39,2015-08-30
12372,34,2015-09-30
15781,44,2015-01-20
28591,79,2015-01-11
19049,52,2015-12-23
33018,91,2015-02-10
33772,93,2015-03-03
9827,27,2015-10-21
22089,61,2015-04-12
26866,74,2015-04-26
28112,77,2015-09-21
36586,100,2015-11-06
7711,22,2015-01-12
1186,4,2015-03-29
27571,76,2015-03-30
3676,11,2015-01-15
11599,32,2015-08-21
12158,34,2015-02-28
31920,88,2015-02-13
31211,86,2015-03-08
18865,52,2015-06-23
9425,26,2015-09-15
19437,54,2015-01-13
23771,65,2015-11-14
32266,89,2015-01-22
24641,68,2015-03-30
749,3,2015-01-17
4739,13,2015-12-08
22018,61,2015-01-31
22619,62,2015-09-23
16569,46,2015-03-17
8519,24,2015-03-27
22868,63,2015-05-28
30520,84,2015-04-18
6703,19,2015-04-13
14693,41,2015-01-30
29032,80,2015-03-27
18442,51,2015-04-28
27536,76,2015-02-23
12881,36,2015-02-18
565,2,2015-07-18
16749,46,2015-09-13
12566,35,2015-04-11
19654,54,2015-08-18
34906,96,2015-04-07
16710,46,2015-08-05
31288,86,2015-05-24
2447,7,2015-09-07
22283,61,2015-10-23
2276,7,2015-03-20
6770,19,2015-06-19
17630,49,2015-02-08
33500,92,2015-06-05
9063,25,2015-09-19
4786,14,2015-01-22
4773,14,2015-01-09
3654,10,2015-12-25
13363,37,2015-06-14
14431,40,2015-05-14
25610,70,2015-11-22
18825,52,2015-05-14
25856,71,2015-07-24
32832,90,2015-08-10
32331,89,2015-03-28
5765,16,2015-09-22
29758,82,2015-03-21
24861,68,2015-11-05
9601,27,2015-03-09
11007,31,2015-01-09
29175,80,2015-08-17
3641,10,2015-12-12
16959,47,2015-04-10
36180,99,2015-09-27
396,2,2015-01-31
5801,16,2015-10-28
13531,37,2015-11-29
16352,45,2015-08-13
21397,59,2015-05-22
29876,82,2015-07-17
33933,93,2015-08-11
10765,30,2015-05-14
9702,27,2015-06-18
19589,54,2015-06-14
34760,95,2015-11-13
15036,42,2015-01-07
26200,72,2015-07-02
20628,57,2015-04-15
8727,24,2015-10-21
27070,74,2015-11-16
12127,34,2015-01-28
35151,96,2015-12-08
10917,30,2015-10-12
5154,15,2015-01-23
5995,17,2015-05-08
18797,52,2015-04-16
18003,50,2015-02-14
22236,61,2015-09-06
9242,26,2015-03-16
7875,22,2015-06-23
16224,45,2015-04-07
13492,37,2015-10-21
30274,83,2015-08-17
29074,80,2015-05-08
31445,86,2015-10-28
34728,95,2015-10-12
6541,18,2015-11-03
14621,40,2015-11-20
8696,24,2015-09-20
24047,66,2015-08-15
799,3,2015-03-08
20604,57,2015-03-22
19263,53,2015-07-24
32226,88,2015-12-14
25780,71,2015-05-09
9632,27,2015-04-09
15797,44,2015-02-05
664,2,2015-10-25
13604,38,2015-02-09
20857,57,2015-11-30
10664,30,2015-02-02
21022,58,2015-05-13
32434,89,2015-07-09
26819,74,2015-03-10
35394,97,2015-08-06
2692,8,2015-05-09
9375,26,2015-07-27
32614,90,2015-01-04
8753,24,2015-11-16
1029,3,2015-10-24
9804,27,2015-09-28
16201,45,2015-03-15
28586,79,2015-01-06
30448,84,2015-02-05
35119,96,2015-11-06
8371,23,2015-10-31
3306,10,2015-01-11
35940,99,2015-01-30
19029,52,2015-12-03
13506,37,2015-11-04
20310,56,2015-06-03
27626,76,2015-05-24
3938,11,2015-10-03
28525,78,2015-11-07
16533,46,2015-02-09
20544,57,2015-01-21
8424,23,2015-12-23
25937,71,2015-10-13
111,1,2015-04-22
12740,35,2015-10-01
27467,75,2015-12-17
12991,36,2015-06-08
21964,60,2015-12-09
6775,19,2015-06-24
4505,13,2015-04-19
8204,23,2015-05-17
21800,60,2015-06-28
3007,9,2015-03-19
21021,58,2015-05-12
23467,65,2015-01-15
27040,74,2015-10-17
23207,64,2015-05-01
31519,87,2015-01-09
36202,99,2015-10-19
12380,34,2015-10-08
17741,49,2015-05-30
17089,47,2015-08-18
29829,82,2015-05-31
31902,88,2015-01-26
6866,19,2015-09-23
28102,77,2015-09-11
15311,42,2015-10-09
16270,45,2015-05-23
11052,31,2015-02-23
21328,59,2015-03-14
13753,38,2015-07-08
16995,47,2015-05-16
9556,27,2015-01-23
9482,26,2015-11-11
5420,15,2015-10-16
9378,26,2015-07-30
36157,99,2015-09-04
23508,65,2015-02-25
15634,43,2015-08-27
26121,72,2015-04-14
7807,22,2015-04-17
5525,16,2015-01-26
1678,5,2015-08-02
21829,60,2015-07-27
20608,57,2015-03-26
27182,75,2015-03-07
29080,80,2015-05-14
33723,93,2015-01-13
17282,48,2015-02-26
16235,45,2015-04-18
16912,47,2015-02-22
32196,88,2015-11-15
20740,57,2015-08-05
3593,10,2015-10-25
33220,91,2015-08-31
6499,18,2015-09-22
16205,45,2015-03-19
17573,48,2015-12-14
9984,28,2015-03-26
23358,64,2015-09-29
21258,59,2015-01-03
15504,43,2015-04-19
5700,16,2015-07-19
1791,5,2015-11-23
12210,34,2015-04-21
35728,98,2015-07-03
12269,34,2015-06-19
3735,11,2015-03-15
23251,64,2015-06-14
7345,21,2015-01-13
24829,68,2015-10-04
4938,14,2015-06-23
12382,34,2015-10-10
8953,25,2015-06-03
7500,21,2015-06-17
19483,54,2015-02-28
27860,77,2015-01-12
14590,40,2015-10-20
13216,37,2015-01-18
2604,8,2015-02-10
1189,4,2015-04-01
22982,63,2015-09-19
17843,49,2015-09-09
35606,98,2015-03-05
4146,12,2015-04-27
10605,29,2015-12-06
313,1,2015-11-10
15493,43,2015-04-08
17890,49,2015-10-25
14437,40,2015-05-20
848,3,2015-04-26
32232,88,2015-12-20
27639,76,2015-06-06
29108,80,2015-06-11
22187,61,2015-07-19
224,1,2015-08-13
3347,10,2015-02-21
22141,61,2015-06-03
11035,31,2015-02-06
4082,12,2015-02-22
227,1,2015-08-16
20392,56,2015-08-24
3142,9,2015-08-01
12399,34,2015-10-27
33628,92,2015-10-11
19744,54,2015-11-16
32868,90,2015-09-14
28886,79,2015-11-02
15214,42,2015-07-04
25836,71,2015-07-04
28031,77,2015-07-02
11456,32,2015-04-01
960,3,2015-08-16
20292,56,2015-05-16
28958,80,2015-01-12
33149,91,2015-06-21
34131,94,2015-02-24
13426,37,2015-08-16
29989,82,2015-11-07
25066,69,2015-05-28
31480,86,2015-12-02
11584,32,2015-08-06
12019,33,2015-10-13
18165,50,2015-07-26
5785,16,2015-10-12
19015,52,2015-11-19
7607,21,2015-10-01
33374,92,2015-01-31
33459,92,2015-04-25
33008,91,2015-01-31
19609,54,2015-07-04
18696,52,2015-01-06
34092,94,2015-01-16
15024,41,2015-12-27
14512,40,2015-08-03
12811,35,2015-12-11
31481,86,2015-12-03
12698,35,2015-08-21
26172,72,2015-06-04
17136,47,2015-10-04
33498,92,2015-06-03
15053,42,2015-01-24
22145,61,2015-06-07
18641,51,2015-11-13
27354,75,2015-08-26
12529,35,2015-03-05
10045,28,2015-05-26
25942,71,2015-10-18
9290,26,2015-05-03
335,1,2015-12-02
7096,20,2015-05-10
5128,14,2015-12-30
29042,80,2015-04-06
8760,24,2015-11-23
18262,50,2015-10-31
25482,70,2015-07-17
5963,17,2015-04-06
1389,4,2015-10-18
19618,54,2015-07-13
4464,13,2015-03-10
21956,60,2015-12-01
22399,62,2015-02-15
1085,3,2015-12-19
2222,7,2015-01-25
28132,77,2015-10-11
34051,93,2015-12-07
30478,84,2015-03-07
20915,58,2015-01-26
36331,100,2015-02-24
29967,82,2015-10-16
11715,32,2015-12-15
19070,53,2015-01-12
12126,34,2015-01-27
18274,50,2015-11-12
34703,95,2015-09-17
10906,30,2015-10-01
28229,78,2015-01-15
32912,90,2015-10-28
10320,29,2015-02-24
11519,32,2015-06-03
36004,99,2015-04-04
29666,81,2015-12-20
22127,61,2015-05-20
9004,25,2015-07-23
31865,87,2015-12-21
19242,53,2015-07-03
11343,31,2015-12-10
18247,50,2015-10-16
26711,73,2015-11-23
19984,55,2015-07-13
22392,62,2015-02-08
12354,34,2015-09-12
18011,50,2015-02-22
21046,58,2015-06-06
28285,78,2015-03-12
21355,59,2015-04-10
14188,39,2015-09-14
36083,99,2015-06-22
2466,7,2015-09-26
15141,42,2015-04-22
17177,47,2015-11-14
30887,85,2015-04-19
30363,83,2015-11-14
33,1,2015-02-03
26334,72,2015-11-13
7181,20,2015-08-03
10360,29,2015-04-05
34360,94,2015-10-11
32928,90,2015-11-13
10455,29,2015-07-09
21045,58,2015-06-05
27108,74,2015-12-24
10068,28,2015-06-18
859,3,2015-05-07
29903,82,2015-08-13
7861,22,2015-06-09
24765,68,2015-08-01
20000,55,2015-07-29
10097,28,2015-07-17
11389,32,2015-01-24
13975,39,2015-02-13
19958,55,2015-06-17
19492,54,2015-03-09
29051,80,2015-04-15
3327,10,2015-02-01
1672,5,2015-07-27
11186,31,2015-07-07
20563,57,2015-02-09
3625,10,2015-11-26
8606,24,2015-06-22
29302,80,2015-12-22
6704,19,2015-04-14
10841,30,2015-07-29
11005,31,2015-01-07
36204,99,2015-10-21
12764,35,2015-10-25
36485,100,2015-07-28
6306,18,2015-03-13
8111,23,2015-02-13
21142,58,2015-09-10
19573,54,2015-05-29
31503,86,2015-12-25
3472,10,2015-06-26
24704,68,2015-06-01
14813,41,2015-05-30
19837,55,2015-02-16
34381,94,2015-11-01
5161,15,2015-01-30
21379,59,2015-05-04
20843,57,2015-11-16
26284,72,2015-09-24
22173,61,2015-07-05
21630,60,2015-01-09
17805,49,2015-08-02
21585,59,2015-11-26
17753,49,2015-06-11
31968,88,2015-04-02
23759,65,2015-11-02
18261,50,2015-10-30
12623,35,2015-06-07
13857,38,2015-10-20
12077,33,2015-12-10
7365,21,2015-02-02
11802,33,2015-03-10
14232,39,2015-10-28
29393,81,2015-03-22
34588,95,2015-05-25
10925,30,2015-10-20
24286,67,2015-04-10
7589,21,2015-09-13
782,3,2015-02-19
17585,48,2015-12-26
11811,33,2015-03-19
20236,56,2015-03-21
33210,91,2015-08-21
13078,36,2015-09-03
12072,33,2015-12-05
5426,15,2015-10-22
24334,67,2015-05-28
21351,59,2015-04-06
24563,68,2015-01-11
20462,56,2015-11-01
8129,23,2015-03-03
25918,71,2015-09-24
10183,28,2015-10-11
13390,37,2015-07-11
23929,66,2015-04-20
29960,82,2015-10-09
18408,51,2015-03-25
27458,75,2015-12-08
18374,51,2015-02-19
2404,7,2015-07-26
7785,22,2015-03-26
3065,9,2015-05-16
16247,45,2015-04-30
32321,89,2015-03-18
7140,20,2015-06-23
15001,41,2015-12-04
26230,72,2015-08-01
4711,13,2015-11-10
4032,12,2015-01-04
31359,86,2015-08-03
27038,74,2015-10-15
5482,15,2015-12-16
18624,51,2015-10-27
22116,61,2015-05-09
33746,93,2015-02-05
15699,43,2015-10-31
32936,90,2015-11-21
5149,15,2015-01-19
8545,24,2015-04-22
6077,17,2015-07-29
11200,31,2015-07-21
33631,92,2015-10-14
35467,97,2015-10-18
882,3,2015-05-30
20348,56,2015-07-11
883,3,2015-05-31
15399,43,2015-01-04
34031,93,2015-11-17
26793,74,2015-02-12
12224,34,2015-05-05
7310,20,2015-12-10
34619,95,2015-06-25
33824,93,2015-04-24
33657,92,2015-11-09
10612,29,2015-12-13
8732,24,2015-10-26
31650,87,2015-05-20
21687,60,2015-03-07
24243,67,2015-02-26
6818,19,2015-08-06
26074,72,2015-02-26
15108,42,2015-03-20
10430,29,2015-06-14
33165,91,2015-07-07
14613,40,2015-11-12
4565,13,2015-06-18
2759,8,2015-07-15
23019,63,2015-10-26
22192,61,2015-07-24
12499,35,2015-02-03
13016,36,2015-07-03
28884,79,2015-10-31
21267,59,2015-01-12
33234,91,2015-09-14
21935,60,2015-11-10
35924,99,2015-01-14
18703,52,2015-01-13
8458,24,2015-01-25
1530,5,2015-03-07
34022,93,2015-11-08
3293,9,2015-12-30
26868,74,2015-04-28
11183,31,2015-07-04
11541,32,2015-06-24
14950,41,2015-10-14
15663,43,2015-09-25
1483,5,2015-01-19
34781,95,2015-12-04
27716,76,2015-08-22
16029,44,2015-09-25
10466,29,2015-07-20
190,1,2015-07-10
2289,7,2015-04-02
35067,96,2015-09-15
16295,45,2015-06-17
9843,27,2015-11-06
1210,4,2015-04-22
3089,9,2015-06-09
9549,27,2015-01-16
21478,59,2015-08-11
18259,50,2015-10-28
23618,65,2015-06-15
9098,25,2015-10-24
28479,78,2015-09-22
7432,21,2015-04-10
8195,23,2015-05-08
2205,7,2015-01-09
19783,54,2015-12-25
5723,16,2015-08-11
9352,26,2015-07-04
27947,77,2015-04-09
12324,34,2015-08-13
27749,76,2015-09-24
9635,27,2015-04-12
9215,26,2015-02-17
16943,47,2015-03-25
23129,64,2015-02-12
6873,19,2015-09-30
22048,61,2015-03-02
24982,69,2015-03-05
27225,75,2015-04-19
12131,34,2015-02-01
30136,83,2015-04-02
35039,96,2015-08-18
5608,16,2015-04-19
6457,18,2015-08-11
27933,77,2015-03-26
18994,52,2015-10-30
29083,80,2015-05-17
19846,55,2015-02-25
26880,74,2015-05-10
29397,81,2015-03-26
6115,17,2015-09-05
31791,87,2015-10-08
30663,84,2015-09-08
34846,96,2015-02-06
10247,28,2015-12-14
7858,22,2015-06-06
11604,32,2015-08-26
28551,78,2015-12-03
14735,41,2015-03-13
2779,8,2015-08-04
8881,25,2015-03-23
14715,41,2015-02-21
13099,36,2015-09-24
33081,91,2015-04-14
35927,99,2015-01-17
16501,46,2015-01-08
16777,46,2015-10-11
30331,83,2015-10-13
32370,89,2015-05-06
31645,87,2015-05-15
15976,44,2015-08-03
1070,3,2015-12-04
6323,18,2015-03-30
9169,26,2015-01-02
27390,75,2015-10-01
21602,59,2015-12-13
26481,73,2015-04-07
13038,36,2015-07-25
4582,13,2015-07-05
28808,79,2015-08-16
8799,24,2016-01-01
20001,55,2015-07-30
29997,82,2015-11-15
23318,64,2015-08-20
10711,30,2015-03-21
10658,30,2015-01-27
10166,28,2015-09-24
2352,7,2015-06-04
11989,33,2015-09-13
8949,25,2015-05-30
30941,85,2015-06-12
18646,51,2015-11-18
30770,84,2015-12-24
7149,20,2015-07-02
15802,44,2015-02-10
9285,26,2015-04-28
5029,14,2015-09-22
23439,64,2015-12-19
25317,70,2015-02-02
23808,65,2015-12-21
21215,58,2015-11-22
6364,18,2015-05-10
30757,84,2015-12-11
28745,79,2015-06-14
12713,35,2015-09-05
3877,11,2015-08-03
9640,27,2015-04-17
34754,95,2015-11-07
18339,51,2015-01-15
24482,67,2015-10-23
5941,17,2015-03-16
34755,95,2015-11-08
11571,32,2015-07-24
13808,38,2015-09-01
9085,25,2015-10-11
13869,38,2015-11-01
36151,99,2015-08-29
10976,30,2015-12-10
30715,84,2015-10-30
27972,77,2015-05-04
1490,5,2015-01-26
9237,26,2015-03-11
24952,69,2015-02-03
26289,72,2015-09-29
9777,27,2015-09-01
27893,77,2015-02-14
21767,60,2015-05-26
1442,4,2015-12-10
20578,57,2015-02-24
23986,66,2015-06-15
20504,56,2015-12-13
21451,59,2015-07-15
26181,72,2015-06-13
320,1,2015-11-17
25301,70,2015-01-17
22183,61,2015-07-15
2625,8,2015-03-03
21510,59,2015-09-12
14632,40,2015-12-01
17094,47,2015-08-23
34431,94,2015-12-20
35035,96,2015-08-14
28360,78,2015-05-26
33595,92,2015-09-08
32083,88,2015-07-26
1735,5,2015-09-28
16215,45,2015-03-29
6962,19,2015-12-28
33984,93,2015-10-01
3214,9,2015-10-12
22002,61,2015-01-15
5490,15,2015-12-24
15956,44,2015-07-14
23203,64,2015-04-27
13723,38,2015-06-08
34277,94,2015-07-20
27172,75,2015-02-25
22011,61,2015-01-24
26264,72,2015-09-04
26374,72,2015-12-23
2684,8,2015-05-01
17774,49,2015-07-02
19556,54,2015-05-12
20758,57,2015-08-23
30036,82,2015-12-24
33887,93,2015-06-26
7319,20,2015-12-19
33809,93,2015-04-09
22955,63,2015-08-23
27385,75,2015-09-26
31059,85,2015-10-08
22752,63,2015-02-01
4083,12,2015-02-23
1927,6,2015-04-07
5034,14,2015-09-27
32323,89,2015-03-20
14087,39,2015-06-05
16434,45,2015-11-03
14570,40,2015-09-30
10809,30,2015-06-27
3816,11,2015-06-03
9436,26,2015-09-26
7152,20,2015-07-05
7434,21,2015-04-12
25857,71,2015-07-25
25292,70,2015-01-08
16682,46,2015-07-08
33756,93,2015-02-15
23727,65,2015-10-01
28883,79,2015-10-30
25007,69,2015-03-30
25330,70,2015-02-15
5378,15,2015-09-04
22087,61,2015-04-10
14895,41,2015-08-20
9251,26,2015-03-25
6376,18,2015-05-22
25028,69,2015-04-20
6101,17,2015-08-22
31946,88,2015-03-11
24772,68,2015-08-08
30120,83,2015-03-17
13678,38,2015-04-24
1911,6,2015-03-22
23073,63,2015-12-19
27216,75,2015-04-10
28804,79,2015-08-12
5038,14,2015-10-01
10713,30,2015-03-23
28623,79,2015-02-12
6253,18,2015-01-19
19543,54,2015-04-29
5706,16,2015-07-25
3690,11,2015-01-29
20668,57,2015-05-25
