index,maquina,data,falha
2826,8,2015-09-20,ok
29809,82,2015-05-11,ok
22864,63,2015-05-24,ok
2846,8,2015-10-10,ok
18317,50,2015-12-25,ok
13821,38,2015-09-14,ok
14847,41,2015-07-03,ok
12230,34,2015-05-11,ok
31015,85,2015-08-25,ok
13930,38,2015-12-31,ok
19711,54,2015-10-14,ok
12485,35,2015-01-20,ok
11080,31,2015-03-23,comp3
28293,78,2015-03-20,ok
20529,57,2015-01-06,ok
31634,87,2015-05-04,ok
33159,91,2015-07-01,comp2
16604,46,2015-04-21,ok
11388,32,2015-01-23,ok
17431,48,2015-07-25,comp1
29228,80,2015-10-09,ok
35824,98,2015-10-07,ok
19503,54,2015-03-20,ok
13032,36,2015-07-19,ok
13194,36,2015-12-28,ok
8107,23,2015-02-09,ok
25231,69,2015-11-09,ok
3402,10,2015-04-17,ok
13406,37,2015-07-27,ok
15350,42,2015-11-17,comp2
23025,63,2015-11-01,ok
15102,42,2015-03-14,ok
838,3,2015-04-16,ok
9564,27,2015-01-31,ok
33883,93,2015-06-22,ok
24908,68,2015-12-22,ok
6274,18,2015-02-09,ok
8678,24,2015-09-02,ok
6194,17,2015-11-22,ok
13597,38,2015-02-02,ok
1351,4,2015-09-10,ok
8973,25,2015-06-22,ok
9130,25,2015-11-25,ok
10346,29,2015-03-22,ok
12181,34,2015-03-23,ok
35769,98,2015-08-13,comp1
6165,17,2015-10-25,ok
5796,16,2015-10-23,ok
25464,70,2015-06-29,ok
23422,64,2015-12-02,ok
28740,79,2015-06-09,ok
33230,91,2015-09-10,ok
13267,37,2015-03-10,ok
7556,21,2015-08-11,ok
9250,26,2015-03-24,ok
25247,69,2015-11-25,ok
18555,51,2015-08-19,ok
31521,87,2015-01-11,ok
8895,25,2015-04-06,ok
19306,53,2015-09-05,ok
28502,78,2015-10-15,ok
19798,55,2015-01-08,ok
21247,58,2015-12-24,ok
15224,42,2015-07-14,ok
8266,23,2015-07-18,ok
25470,70,2015-07-05,ok
16456,45,2015-11-25,ok
31927,88,2015-02-20,ok
18939,52,2015-09-05,ok
5060,14,2015-10-23,ok
36307,100,2015-01-31,ok
8333,23,2015-09-23,ok
10864,30,2015-08-20,ok
8404,23,2015-12-03,ok
22814,63,2015-04-04,ok
32189,88,2015-11-08,ok
7458,21,2015-05-06,ok
25823,71,2015-06-21,ok
34726,95,2015-10-10,ok
1731,5,2015-09-24,ok
35580,98,2015-02-07,ok
9655,27,2015-05-02,ok
16544,46,2015-02-20,ok
23981,66,2015-06-10,ok
30097,83,2015-02-22,ok
5017,14,2015-09-10,ok
18439,51,2015-04-25,ok
28270,78,2015-02-25,ok
10113,28,2015-08-02,ok
9435,26,2015-09-25,ok
17288,48,2015-03-04,ok
20408,56,2015-09-09,ok
16538,46,2015-02-14,ok
10896,30,2015-09-21,ok
20605,57,2015-03-23,ok
7787,22,2015-03-28,ok
29077,80,2015-05-11,ok
5040,14,2015-10-03,ok
33690,92,2015-12-12,ok
5582,16,2015-03-24,ok
3534,10,2015-08-27,ok
8679,24,2015-09-03,ok
20245,56,2015-03-30,ok
35696,98,2015-06-02,ok
10839,30,2015-07-27,ok
23714,65,2015-09-18,ok
19720,54,2015-10-23,ok
35557,98,2015-01-15,ok
32625,90,2015-01-15,ok
31350,86,2015-07-25,ok
9359,26,2015-07-11,ok
2133,6,2015-10-30,ok
3667,11,2015-01-06,ok
34935,96,2015-05-06,ok
8460,24,2015-01-27,ok
4475,13,2015-03-21,ok
21473,59,2015-08-06,ok
15307,42,2015-10-05,ok
26140,72,2015-05-03,ok
1353,4,2015-09-12,ok
5227,15,2015-04-06,ok
35148,96,2015-12-05,ok
27324,75,2015-07-27,ok
10581,29,2015-11-12,ok
29900,82,2015-08-10,ok
16141,45,2015-01-14,ok
23360,64,2015-10-01,ok
21725,60,2015-04-14,ok
9020,25,2015-08-08,ok
30546,84,2015-05-14,ok
23171,64,2015-03-26,ok
26667,73,2015-10-10,ok
27091,74,2015-12-07,ok
30117,83,2015-03-14,ok
25011,69,2015-04-03,ok
5257,15,2015-05-06,ok
25480,70,2015-07-15,ok
29475,81,2015-06-12,ok
28144,77,2015-10-23,ok
34345,94,2015-09-26,ok
27486,76,2015-01-04,ok
9431,26,2015-09-21,ok
15876,44,2015-04-25,ok
15720,43,2015-11-21,ok
2284,7,2015-03-28,ok
30220,83,2015-06-25,ok
5921,17,2015-02-24,ok
32334,89,2015-03-31,ok
1512,5,2015-02-17,ok
17370,48,2015-05-25,ok
14622,40,2015-11-21,ok
14375,40,2015-03-19,ok
35413,97,2015-08-25,ok
23744,65,2015-10-18,ok
3659,10,2015-12-30,ok
13223,37,2015-01-25,ok
26109,72,2015-04-02,ok
34412,94,2015-12-01,ok
8979,25,2015-06-28,ok
36073,99,2015-06-12,ok
3764,11,2015-04-13,ok
16394,45,2015-09-24,ok
3144,9,2015-08-03,ok
310,1,2015-11-07,ok
327,1,2015-11-24,ok
8600,24,2015-06-16,ok
11463,32,2015-04-08,ok
5070,14,2015-11-02,ok
25138,69,2015-08-08,ok
30410,83,2015-12-30,ok
3061,9,2015-05-12,ok
35906,98,2015-12-28,ok
7332,20,2016-01-01,ok
30205,83,2015-06-10,ok
15681,43,2015-10-13,ok
32945,90,2015-11-30,ok
17084,47,2015-08-13,ok
29712,82,2015-02-03,ok
27252,75,2015-05-16,ok
20777,57,2015-09-11,ok
12738,35,2015-09-29,ok
15936,44,2015-06-24,ok
17860,49,2015-09-25,ok
20209,56,2015-02-22,ok
21183,58,2015-10-21,ok
36143,99,2015-08-21,ok
2391,7,2015-07-13,ok
4054,12,2015-01-25,ok
15218,42,2015-07-08,ok
8327,23,2015-09-17,ok
33668,92,2015-11-20,ok
27982,77,2015-05-14,ok
22191,61,2015-07-23,ok
29471,81,2015-06-08,ok
18533,51,2015-07-28,ok
5212,15,2015-03-22,ok
28712,79,2015-05-12,ok
43,1,2015-02-13,ok
34591,95,2015-05-28,ok
14773,41,2015-04-20,ok
30115,83,2015-03-12,ok
5657,16,2015-06-07,ok
22605,62,2015-09-09,ok
32166,88,2015-10-16,ok
18670,51,2015-12-12,comp2
13528,37,2015-11-26,ok
11412,32,2015-02-16,ok
33589,92,2015-09-02,comp2
17827,49,2015-08-24,ok
7237,20,2015-09-28,ok
25572,70,2015-10-15,ok
5571,16,2015-03-13,ok
12066,33,2015-11-29,ok
28037,77,2015-07-08,ok
31022,85,2015-09-01,ok
18050,50,2015-04-02,ok
11292,31,2015-10-21,ok
8774,24,2015-12-07,ok
19585,54,2015-06-10,ok
1149,4,2015-02-20,ok
23462,65,2015-01-10,ok
2689,8,2015-05-06,ok
19209,53,2015-05-31,ok
1385,4,2015-10-14,comp2
7202,20,2015-08-24,ok
29661,81,2015-12-15,ok
2219,7,2015-01-23,ok
4434,13,2015-02-08,ok
32227,88,2015-12-15,ok
13342,37,2015-05-24,ok
14796,41,2015-05-13,ok
12667,35,2015-07-21,ok
21797,60,2015-06-25,ok
26222,72,2015-07-24,ok
29875,82,2015-07-16,ok
32747,90,2015-05-17,ok
16109,44,2015-12-14,ok
20008,55,2015-08-06,ok
30549,84,2015-05-17,ok
20364,56,2015-07-27,ok
24521,67,2015-12-01,ok
25861,71,2015-07-29,ok
10828,30,2015-07-16,ok
15809,44,2015-02-17,ok
27244,75,2015-05-08,ok
673,2,2015-11-03,ok
25468,70,2015-07-03,ok
3908,11,2015-09-03,ok
23483,65,2015-01-31,ok
33066,91,2015-03-30,ok
33443,92,2015-04-10,ok
2045,6,2015-08-03,ok
24990,69,2015-03-13,ok
10106,28,2015-07-26,ok
15169,42,2015-05-20,ok
29150,80,2015-07-23,ok
19551,54,2015-05-07,ok
8851,25,2015-02-21,ok
31794,87,2015-10-11,ok
13658,38,2015-04-04,ok
17649,49,2015-02-27,ok
22871,63,2015-05-31,ok
23913,66,2015-04-04,ok
355,1,2015-12-22,ok
8059,22,2015-12-24,ok
27894,77,2015-02-15,ok
62,1,2015-03-04,ok
28632,79,2015-02-21,ok
29239,80,2015-10-20,ok
20090,55,2015-10-27,ok
28524,78,2015-11-06,ok
16386,45,2015-09-16,ok
26107,72,2015-03-31,ok
29764,82,2015-03-27,ok
12535,35,2015-03-11,ok
33567,92,2015-08-11,ok
5399,15,2015-09-25,ok
15795,44,2015-02-03,ok
27909,77,2015-03-02,ok
35217,97,2015-02-10,ok
20694,57,2015-06-20,ok
21939,60,2015-11-14,ok
11720,32,2015-12-20,ok
27790,76,2015-11-04,ok
3148,9,2015-08-07,ok
4356,12,2015-11-23,ok
26745,73,2015-12-27,ok
31731,87,2015-08-09,ok
15804,44,2015-02-12,ok
22000,61,2015-01-13,ok
14545,40,2015-09-05,ok
2785,8,2015-08-10,ok
25285,70,2015-01-01,ok
35851,98,2015-11-03,ok
7763,22,2015-03-05,ok
25224,69,2015-11-02,ok
24084,66,2015-09-21,ok
28592,79,2015-01-12,ok
23886,66,2015-03-08,ok
9512,26,2015-12-11,ok
90,1,2015-04-01,ok
32762,90,2015-06-01,ok
19973,55,2015-07-02,ok
523,2,2015-06-06,ok
13527,37,2015-11-25,ok
3956,11,2015-10-21,ok
2812,8,2015-09-06,ok
1609,5,2015-05-25,ok
36438,100,2015-06-11,ok
29654,81,2015-12-08,ok
24201,67,2015-01-15,ok
7406,21,2015-03-15,ok
31603,87,2015-04-03,ok
28921,79,2015-12-07,ok
15564,43,2015-06-18,ok
23476,65,2015-01-24,ok
10726,30,2015-04-05,ok
15402,43,2015-01-07,ok
25416,70,2015-05-12,ok
1509,5,2015-02-14,ok
1790,5,2015-11-22,ok
31460,86,2015-11-12,ok
7315,20,2015-12-15,comp1
3417,10,2015-05-02,ok
4800,14,2015-02-05,ok
18778,52,2015-03-28,ok
804,3,2015-03-13,ok
11588,32,2015-08-10,ok
36466,100,2015-07-09,ok
20188,56,2015-02-01,ok
14307,40,2015-01-10,ok
2171,6,2015-12-07,ok
11468,32,2015-04-13,ok
25226,69,2015-11-04,ok
4311,12,2015-10-09,ok
9813,27,2015-10-07,ok
6188,17,2015-11-16,ok
32285,89,2015-02-10,ok
3594,10,2015-10-26,ok
14953,41,2015-10-17,ok
7179,20,2015-08-01,ok
34849,96,2015-02-09,ok
31304,86,2015-06-09,ok
33340,91,2015-12-29,ok
2901,8,2015-12-04,ok
24051,66,2015-08-19,ok
27847,76,2015-12-31,ok
22468,62,2015-04-25,ok
2809,8,2015-09-03,ok
29801,82,2015-05-03,ok
4450,13,2015-02-24,ok
13072,36,2015-08-28,ok
5522,16,2015-01-23,ok
19140,53,2015-03-23,ok
3130,9,2015-07-20,ok
16016,44,2015-09-12,ok
16238,45,2015-04-21,ok
8675,24,2015-08-30,ok
36069,99,2015-06-08,ok
33906,93,2015-07-15,ok
31979,88,2015-04-13,ok
27668,76,2015-07-05,ok
25081,69,2015-06-12,ok
4300,12,2015-09-28,ok
1001,3,2015-09-26,ok
21539,59,2015-10-11,ok
5541,16,2015-02-11,ok
21182,58,2015-10-20,ok
22416,62,2015-03-04,ok
18883,52,2015-07-11,ok
965,3,2015-08-21,ok
31058,85,2015-10-07,ok
17532,48,2015-11-03,ok
31163,86,2015-01-19,ok
18523,51,2015-07-18,ok
13295,37,2015-04-07,ok
31004,85,2015-08-14,ok
11417,32,2015-02-21,ok
35779,98,2015-08-23,ok
5225,15,2015-04-04,ok
7582,21,2015-09-06,ok
19304,53,2015-09-03,ok
24363,67,2015-06-26,ok
12036,33,2015-10-30,ok
33576,92,2015-08-20,ok
3847,11,2015-07-04,ok
7019,20,2015-02-22,ok
23629,65,2015-06-26,ok
2070,6,2015-08-28,ok
6510,18,2015-10-03,ok
27627,76,2015-05-25,ok
12403,34,2015-10-31,ok
26616,73,2015-08-20,ok
12976,36,2015-05-24,ok
12635,35,2015-06-19,ok
1293,4,2015-07-14,ok
6082,17,2015-08-03,ok
7563,21,2015-08-18,ok
22834,63,2015-04-24,ok
31502,86,2015-12-24,ok
10786,30,2015-06-04,ok
20997,58,2015-04-18,ok
27611,76,2015-05-09,ok
16128,45,2015-01-01,ok
5359,15,2015-08-16,ok
36541,100,2015-09-22,ok
3334,10,2015-02-08,ok
32165,88,2015-10-15,ok
2994,9,2015-03-06,ok
28797,79,2015-08-05,ok
28367,78,2015-06-02,ok
9457,26,2015-10-17,ok
32483,89,2015-08-27,ok
15856,44,2015-04-05,ok
23926,66,2015-04-17,ok
5350,15,2015-08-07,ok
13297,37,2015-04-09,ok
21538,59,2015-10-10,ok
17507,48,2015-10-09,ok
22101,61,2015-04-24,ok
3369,10,2015-03-15,ok
3219,9,2015-10-17,ok
20204,56,2015-02-17,ok
22693,62,2015-12-06,ok
34101,94,2015-01-25,ok
33882,93,2015-06-21,ok
19525,54,2015-04-11,ok
11351,31,2015-12-18,ok
4995,14,2015-08-19,ok
17916,49,2015-11-20,ok
4594,13,2015-07-17,ok
13889,38,2015-11-21,ok
13603,38,2015-02-08,ok
2545,7,2015-12-14,ok
7842,22,2015-05-22,comp1
29795,82,2015-04-27,ok
21721,60,2015-04-10,ok
19668,54,2015-09-01,ok
114,1,2015-04-25,ok
34223,94,2015-05-27,ok
28924,79,2015-12-10,ok
16392,45,2015-09-22,ok
380,2,2015-01-15,ok
600,2,2015-08-22,ok
5018,14,2015-09-11,ok
2886,8,2015-11-19,ok
25280,69,2015-12-28,ok
11125,31,2015-05-07,ok
24188,67,2015-01-02,ok
19336,53,2015-10-05,ok
33796,93,2015-03-27,ok
31274,86,2015-05-10,ok
14283,39,2015-12-18,ok
22481,62,2015-05-08,ok
6996,20,2015-01-30,ok
17743,49,2015-06-01,ok
31339,86,2015-07-14,ok
17839,49,2015-09-05,ok
33311,91,2015-11-30,ok
26514,73,2015-05-10,ok
30920,85,2015-05-22,ok
28076,77,2015-08-16,ok
27970,77,2015-05-02,ok
36465,100,2015-07-08,ok
29086,80,2015-05-20,ok
18150,50,2015-07-11,ok
9336,26,2015-06-18,ok
27876,77,2015-01-28,ok
19739,54,2015-11-11,ok
8521,24,2015-03-29,ok
9971,28,2015-03-13,ok
2218,7,2015-01-22,ok
16255,45,2015-05-08,ok
2303,7,2015-04-16,ok
5736,16,2015-08-24,ok
25077,69,2015-06-08,ok
20956,58,2015-03-08,ok
15523,43,2015-05-08,ok
33013,91,2015-02-05,ok
6557,18,2015-11-19,ok
10451,29,2015-07-05,ok
22854,63,2015-05-14,ok
29007,80,2015-03-02,ok
1920,6,2015-03-31,ok
27014,74,2015-09-21,ok
14293,39,2015-12-28,ok
16868,47,2015-01-09,ok
14536,40,2015-08-27,ok
19421,53,2015-12-29,ok
31881,88,2015-01-05,ok
864,3,2015-05-12,ok
26350,72,2015-11-29,ok
7268,20,2015-10-29,ok
16054,44,2015-10-20,ok
2873,8,2015-11-06,ok
7704,22,2015-01-05,ok
11159,31,2015-06-10,ok
25078,69,2015-06-09,ok
26643,73,2015-09-16,ok
21341,59,2015-03-27,ok
15565,43,2015-06-19,ok
12575,35,2015-04-20,ok
30592,84,2015-06-29,ok
29482,81,2015-06-19,ok
31006,85,2015-08-16,ok
15808,44,2015-02-16,ok
31245,86,2015-04-11,ok
22616,62,2015-09-20,ok
29870,82,2015-07-11,ok
35225,97,2015-02-18,ok
3650,10,2015-12-21,ok
1364,4,2015-09-23,ok
6980,20,2015-01-14,ok
19076,53,2015-01-18,ok
14268,39,2015-12-03,ok
6950,19,2015-12-16,ok
17798,49,2015-07-26,ok
33476,92,2015-05-12,ok
7012,20,2015-02-15,ok
35770,98,2015-08-14,ok
2627,8,2015-03-05,ok
36311,100,2015-02-04,ok
26177,72,2015-06-09,ok
25020,69,2015-04-12,ok
10429,29,2015-06-13,ok
34017,93,2015-11-03,ok
10171,28,2015-09-29,ok
3944,11,2015-10-09,ok
28294,78,2015-03-21,ok
4005,11,2015-12-09,ok
34860,96,2015-02-20,ok
20714,57,2015-07-10,ok
11568,32,2015-07-21,ok
32328,89,2015-03-25,ok
4168,12,2015-05-19,ok
22747,63,2015-01-28,comp2
28206,77,2015-12-24,ok
13498,37,2015-10-27,ok
33382,92,2015-02-08,ok
35158,96,2015-12-15,ok
21786,60,2015-06-14,ok
27708,76,2015-08-14,ok
626,2,2015-09-17,ok
13493,37,2015-10-22,ok
13524,37,2015-11-22,ok
10563,29,2015-10-25,ok
23512,65,2015-03-01,ok
14747,41,2015-03-25,ok
1266,4,2015-06-17,ok
5300,15,2015-06-18,ok
23692,65,2015-08-27,ok
10397,29,2015-05-12,ok
16776,46,2015-10-10,ok
10102,28,2015-07-22,ok
35472,97,2015-10-23,ok
23415,64,2015-11-25,ok
4280,12,2015-09-08,ok
24020,66,2015-07-19,ok
2636,8,2015-03-14,ok
6259,18,2015-01-25,ok
4759,13,2015-12-27,ok
8492,24,2015-02-28,ok
29985,82,2015-11-03,ok
7367,21,2015-02-04,ok
23660,65,2015-07-27,ok
9637,27,2015-04-14,ok
29703,82,2015-01-25,ok
35836,98,2015-10-19,ok
6646,19,2015-02-15,ok
18074,50,2015-04-26,ok
21291,59,2015-02-05,ok
31439,86,2015-10-22,ok
32937,90,2015-11-22,ok
31555,87,2015-02-14,ok
2880,8,2015-11-13,ok
18489,51,2015-06-14,ok
34899,96,2015-03-31,ok
18506,51,2015-07-01,ok
17493,48,2015-09-25,ok
3230,9,2015-10-28,ok
25835,71,2015-07-03,ok
16278,45,2015-05-31,ok
23767,65,2015-11-10,ok
23608,65,2015-06-05,ok
3866,11,2015-07-23,ok
25033,69,2015-04-25,ok
5952,17,2015-03-27,ok
11676,32,2015-11-06,comp1
1773,5,2015-11-05,ok
20099,55,2015-11-05,ok
10365,29,2015-04-10,ok
36609,100,2015-11-29,ok
27123,75,2015-01-07,comp1
22212,61,2015-08-13,ok
22149,61,2015-06-11,ok
26131,72,2015-04-24,ok
1894,6,2015-03-05,ok
25860,71,2015-07-28,ok
27,1,2015-01-28,ok
2776,8,2015-08-01,ok
5365,15,2015-08-22,ok
5672,16,2015-06-22,ok
14760,41,2015-04-07,ok
33000,91,2015-01-23,ok
22229,61,2015-08-30,ok
20938,58,2015-02-18,ok
12610,35,2015-05-25,ok
28620,79,2015-02-09,ok
9243,26,2015-03-17,ok
15662,43,2015-09-24,ok
33447,92,2015-04-14,ok
6460,18,2015-08-14,ok
18443,51,2015-04-29,ok
1550,5,2015-03-27,ok
20052,55,2015-09-19,ok
5278,15,2015-05-27,ok
33145,91,2015-06-17,ok
22751,63,2015-01-31,ok
5193,15,2015-03-03,ok
20185,56,2015-01-29,ok
19892,55,2015-04-12,ok
6157,17,2015-10-17,ok
17725,49,2015-05-14,ok
15047,42,2015-01-18,ok
5408,15,2015-10-04,ok
28749,79,2015-06-18,ok
19101,53,2015-02-12,ok
26096,72,2015-03-20,ok
30790,85,2015-01-12,ok
27689,76,2015-07-26,ok
16834,46,2015-12-07,ok
19303,53,2015-09-02,ok
33717,93,2015-01-07,ok
1919,6,2015-03-30,ok
16508,46,2015-01-15,ok
13569,38,2015-01-05,ok
19387,53,2015-11-25,ok
25481,70,2015-07-16,ok
35690,98,2015-05-27,ok
15154,42,2015-05-05,ok
13386,37,2015-07-07,ok
26462,73,2015-03-19,ok
18934,52,2015-08-31,ok
3271,9,2015-12-08,ok
20240,56,2015-03-25,ok
15618,43,2015-08-11,ok
21686,60,2015-03-06,ok
20532,57,2015-01-09,ok
34179,94,2015-04-13,ok
30254,83,2015-07-28,ok
33138,91,2015-06-10,ok
29127,80,2015-06-30,ok
32688,90,2015-03-19,ok
12838,36,2015-01-06,ok
17417,48,2015-07-11,ok
9206,26,2015-02-08,ok
9304,26,2015-05-17,ok
33896,93,2015-07-05,ok
27397,75,2015-10-08,ok
32656,90,2015-02-15,ok
36266,99,2015-12-22,ok
27837,76,2015-12-21,ok
19708,54,2015-10-11,ok
1463,4,2015-12-31,ok
5587,16,2015-03-29,ok
8373,23,2015-11-02,ok
9009,25,2015-07-28,ok
1558,5,2015-04-04,ok
33330,91,2015-12-19,ok
17536,48,2015-11-07,comp2
6553,18,2015-11-15,ok
1742,5,2015-10-05,ok
11670,32,2015-10-31,ok
26573,73,2015-07-08,ok
21823,60,2015-07-21,ok
18521,51,2015-07-16,ok
16421,45,2015-10-21,ok
1411,4,2015-11-09,ok
2400,7,2015-07-22,ok
34111,94,2015-02-04,ok
12603,35,2015-05-18,ok
374,2,2015-01-09,ok
427,2,2015-03-03,ok
16720,46,2015-08-15,ok
13326,37,2015-05-08,ok
23583,65,2015-05-11,ok
28513,78,2015-10-26,ok
18312,50,2015-12-20,ok
19177,53,2015-04-29,ok
28067,77,2015-08-07,ok
6583,18,2015-12-15,ok
24938,69,2015-01-20,comp3
29761,82,2015-03-24,ok
15117,42,2015-03-29,ok
29954,82,2015-10-03,ok
16747,46,2015-09-11,ok
30043,82,2015-12-31,ok
29189,80,2015-08-31,ok
8927,25,2015-05-08,ok
22444,62,2015-04-01,ok
2034,6,2015-07-23,ok
8163,23,2015-04-06,ok
17723,49,2015-05-12,ok
12092,33,2015-12-25,ok
32963,90,2015-12-18,ok
29919,82,2015-08-29,ok
32116,88,2015-08-28,ok
13522,37,2015-11-20,ok
23947,66,2015-05-08,ok
30159,83,2015-04-25,ok
26213,72,2015-07-15,ok
25907,71,2015-09-13,ok
33943,93,2015-08-21,ok
21653,60,2015-02-01,ok
1540,5,2015-03-17,ok
35840,98,2015-10-23,ok
10049,28,2015-05-30,ok
16555,46,2015-03-03,ok
4239,12,2015-07-29,ok
18966,52,2015-10-02,ok
2476,7,2015-10-06,ok
32095,88,2015-08-07,ok
6209,17,2015-12-07,ok
7446,21,2015-04-24,ok
27883,77,2015-02-04,ok
32581,89,2015-12-03,ok
9185,26,2015-01-18,ok
1084,3,2015-12-18,ok
3106,9,2015-06-26,ok
21540,59,2015-10-12,ok
30744,84,2015-11-28,ok
8115,23,2015-02-17,ok
7546,21,2015-08-02,ok
25536,70,2015-09-09,ok
14131,39,2015-07-19,ok
14980,41,2015-11-13,ok
8676,24,2015-08-31,ok
31522,87,2015-01-12,ok
34688,95,2015-09-02,ok
30434,84,2015-01-22,ok
35691,98,2015-05-28,ok
5993,17,2015-05-06,ok
25869,71,2015-08-06,ok
30652,84,2015-08-28,ok
2405,7,2015-07-27,ok
13447,37,2015-09-06,ok
19771,54,2015-12-13,ok
15793,44,2015-02-01,ok
27996,77,2015-05-28,ok
7097,20,2015-05-11,ok
27778,76,2015-10-23,ok
25342,70,2015-02-27,ok
30842,85,2015-03-05,ok
4989,14,2015-08-13,ok
7771,22,2015-03-13,ok
8924,25,2015-05-05,ok
10927,30,2015-10-22,ok
150,1,2015-05-31,ok
32205,88,2015-11-24,ok
30459,84,2015-02-16,ok
27515,76,2015-02-02,comp1
25046,69,2015-05-08,ok
5392,15,2015-09-18,ok
30630,84,2015-08-06,ok
14839,41,2015-06-25,ok
26916,74,2015-06-15,ok
4126,12,2015-04-07,ok
30997,85,2015-08-07,ok
9233,26,2015-03-07,ok
29961,82,2015-10-10,ok
31725,87,2015-08-03,ok
34203,94,2015-05-07,ok
30422,84,2015-01-10,ok
12162,34,2015-03-04,ok
36085,99,2015-06-24,ok
9030,25,2015-08-17,comp4
11278,31,2015-10-07,ok
29285,80,2015-12-05,ok
26385,73,2015-01-02,comp2
9433,26,2015-09-23,ok
14710,41,2015-02-16,ok
14744,41,2015-03-22,ok
26701,73,2015-11-13,comp3
7800,22,2015-04-10,ok
31764,87,2015-09-11,ok
8288,23,2015-08-09,ok
31579,87,2015-03-10,ok
8491,24,2015-02-27,ok
7399,21,2015-03-08,ok
13321,37,2015-05-03,ok
10252,28,2015-12-19,ok
26188,72,2015-06-20,ok
16113,44,2015-12-18,ok
32303,89,2015-02-28,ok
19317,53,2015-09-16,ok
30369,83,2015-11-20,ok
2630,8,2015-03-08,ok
25334,70,2015-02-19,ok
19278,53,2015-08-08,ok
13405,37,2015-07-26,ok
27116,74,2016-01-01,ok
12707,35,2015-08-30,ok
3135,9,2015-07-25,ok
35137,96,2015-11-24,ok
29148,80,2015-07-21,ok
8704,24,2015-09-28,ok
9913,28,2015-01-14,ok
36050,99,2015-05-20,ok
7753,22,2015-02-23,ok
19330,53,2015-09-29,ok
4609,13,2015-08-01,ok
35705,98,2015-06-11,ok
3975,11,2015-11-09,ok
30405,83,2015-12-26,ok
31629,87,2015-04-29,ok
6506,18,2015-09-29,ok
18494,51,2015-06-19,ok
36216,99,2015-11-02,ok
9171,26,2015-01-04,ok
36160,99,2015-09-07,ok
6218,17,2015-12-16,ok
16308,45,2015-06-30,ok
24615,68,2015-03-04,ok
5437,15,2015-11-01,comp4
5776,16,2015-10-03,ok
24671,68,2015-04-29,ok
8738,24,2015-11-01,ok
21058,58,2015-06-18,ok
4648,13,2015-09-08,ok
611,2,2015-09-02,ok
19465,54,2015-02-10,ok
34466,95,2015-01-23,ok
1502,5,2015-02-07,ok
7306,20,2015-12-06,ok
33578,92,2015-08-22,ok
12695,35,2015-08-18,ok
22885,63,2015-06-14,ok
35766,98,2015-08-10,ok
12938,36,2015-04-16,ok
31238,86,2015-04-04,ok
25931,71,2015-10-07,ok
12817,35,2015-12-17,ok
26998,74,2015-09-05,ok
6132,17,2015-09-22,ok
12115,34,2015-01-16,ok
7261,20,2015-10-22,ok
30537,84,2015-05-05,ok
9322,26,2015-06-04,ok
26752,74,2015-01-02,ok
21802,60,2015-06-30,ok
26746,73,2015-12-28,ok
13055,36,2015-08-11,ok
10848,30,2015-08-05,ok
29263,80,2015-11-13,ok
1301,4,2015-07-22,ok
1717,5,2015-09-10,ok
27989,77,2015-05-21,ok
8400,23,2015-11-29,ok
28769,79,2015-07-08,ok
18586,51,2015-09-19,ok
30093,83,2015-02-18,ok
9205,26,2015-02-07,ok
8509,24,2015-03-17,ok
4284,12,2015-09-12,ok
7874,22,2015-06-22,ok
27682,76,2015-07-19,ok
23352,64,2015-09-23,ok
35132,96,2015-11-19,ok
7745,22,2015-02-15,ok
33529,92,2015-07-04,comp3
4983,14,2015-08-07,ok
32020,88,2015-05-24,ok
22766,63,2015-02-15,ok
9575,27,2015-02-11,ok
2950,9,2015-01-21,ok
6160,17,2015-10-20,ok
36554,100,2015-10-05,ok
14182,39,2015-09-08,ok
11937,33,2015-07-23,ok
12058,33,2015-11-21,ok
1534,5,2015-03-11,ok
10728,30,2015-04-07,ok
16004,44,2015-08-31,ok
25176,69,2015-09-15,ok
18479,51,2015-06-04,ok
26155,72,2015-05-18,ok
6555,18,2015-11-17,ok
13457,37,2015-09-16,comp2
28225,78,2015-01-11,ok
15933,44,2015-06-21,ok
17815,49,2015-08-12,ok
6706,19,2015-04-16,ok
23672,65,2015-08-08,ok
30408,83,2015-12-28,ok
29800,82,2015-05-02,ok
31839,87,2015-11-25,ok
14734,41,2015-03-12,ok
3857,11,2015-07-14,ok
7233,20,2015-09-24,ok
35094,96,2015-10-12,ok
9960,28,2015-03-02,ok
30603,84,2015-07-10,ok
29274,80,2015-11-24,ok
2660,8,2015-04-07,ok
28416,78,2015-07-21,ok
15944,44,2015-07-02,ok
14849,41,2015-07-05,ok
19843,55,2015-02-22,ok
18356,51,2015-02-01,ok
20342,56,2015-07-05,ok
33619,92,2015-10-02,comp2
20724,57,2015-07-20,ok
22459,62,2015-04-16,ok
31295,86,2015-05-31,ok
23253,64,2015-06-16,ok
34061,93,2015-12-17,ok
7802,22,2015-04-12,ok
18728,52,2015-02-06,ok
16937,47,2015-03-19,ok
10376,29,2015-04-21,ok
18784,52,2015-04-03,ok
21170,58,2015-10-08,ok
104,1,2015-04-15,ok
4305,12,2015-10-03,ok
2325,7,2015-05-08,ok
32942,90,2015-11-27,ok
34528,95,2015-03-26,ok
13861,38,2015-10-24,ok
18284,50,2015-11-22,ok
35047,96,2015-08-26,ok
16527,46,2015-02-03,ok
25566,70,2015-10-09,ok
